"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"800","shell","1475866","8/31/15","","","9/2/15 0:00","8'' Afam Well 25 Flowline at Egberu","Land","Sabotage","12","Recovery completed on 12 Sep 2015, assessment completed on 30 Sep 2015, clean-up and remediation planned for March 2017","-","","800jiv","1969","https://decoder.blob.core.windows.net/oil-spill-assets/data/1969.pdf","42247 - 42249 - Drilled hole - Third party interference; sabotage","LLWGS - DEC - 4.82631 - 7.29093 - 0.66 - ha","0","Y","No change","LLWGS - DEC - 4.82631 - 7.29093 - 0.66 - ha","LLWGS","DEC","4.82631","7.29093","0.66","ha","800photo","1911","https://decoder.blob.core.windows.net/oil-spill-assets/data/1911.pdf","Circular","WGS84","",4.82631,7.29093,
"801","shell","1025553","8/19/13","","","8/28/13 0:00","16'' Nun River - Kolo Creek TNP at Igeibiri","Swamp","Sabotage","82","Recovery completed on 26 Nov 2013, assessment completed on 04 Dec 2013, clean-up and remediation completed on 24 Apr 2014, site certified on 31 Jul 2014","-","","801jiv","2239","https://decoder.blob.core.windows.net/oil-spill-assets/data/2239.pdf","2013-08-18 - 2013-08-28 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 92304.52 - 414284.93 - 0.18 - ha","","Y","No change","NEMB - DEC - 92304.52 - 414284.93 - 0.18 - ha","NEMB","DEC","92304.52","414284.93","0.18","ha","801photo","2187","https://decoder.blob.core.windows.net/oil-spill-assets/data/2187.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.832988388340855,6.154827398102863,
"802","shell","1309037","12/26/14","","","12/27/14 0:00","12''  Imo River - Ogale Pipeline at Komkom","Land","Sabotage","35","Spill was contained on 27 Dec 2014, recovery completed on 30 Dec 2014, assessment completed on 16 Jan 2015, clean-up and remediation completed on 31 Jul 2016, site certification planned for October 2016","-","","802jiv","2025","https://decoder.blob.core.windows.net/oil-spill-assets/data/2025.pdf","2014-12-25 - 2014-12-27 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 94774.61 - 522475.57 - 0.06 - ha","","Y","No change","NEMB - DEC - 94774.61 - 522475.57 - 0.06 - ha","NEMB","DEC","94774.61","522475.57","0.06","ha","802photo","1971","https://decoder.blob.core.windows.net/oil-spill-assets/data/1971.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.852228059193209,7.12977742727137,
"803","shell","689552","7/19/11","","","7/22/11 0:00","Awoba Well 5 L Flowline ROW at Awoba","Swamp","Operational","2.6","No recoverable oil was found on site. Cleanup of residual impacted area completed on 3rd August 2011.","Post Cleanup Inspection completed on 10th August 2011.","","803jiv","1914","https://decoder.blob.core.windows.net/oil-spill-assets/data/1914.pdf","2011-07-19 - 2011-07-22 - Corrosion","NEMB - DEC - 58240.61 - 484901.53 - 1.56 - ha","After joint investigation of the incident, spill was found to be due to equipment failure:External corrosion","Y","No change","NEMB - DEC - 58240.61 - 484901.53 - 1.56 - ha","NEMB","DEC","58240.61","484901.53","1.56","ha","803photo","1855","https://decoder.blob.core.windows.net/oil-spill-assets/data/1855.pdf","Corrosion","WGS84","Converted from Nigeria West Belt",4.5232355045957755,6.7901982039795135,
"804","shell","1402479","5/19/15","","","5/20/15 0:00","12'' Imo River - Ogale Trunkline at Komkom.","Swamp","Sabotage","72","Spill was contained on 18 May 2015, recovery completed on 09 Jul 2015, assessment completed on 28 Jul 2015, clean-up and remediation completed on 30 Jun 2016, site certification planned for June 2017","-","","804jiv","2137","https://decoder.blob.core.windows.net/oil-spill-assets/data/2137.pdf","2015-05-18 - 2015-05-20 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 4.87900 - 7.17250 - 0.49 - ha","4 spill points","Y","No change","LLWGS - DEC - 4.87900 - 7.17250 - 0.49 - ha","LLWGS","DEC","4.87900","7.17250","0.49","ha","804photo","2082","https://decoder.blob.core.windows.net/oil-spill-assets/data/2082.pdf","N/A","WGS84","",4.879,7.1725,
"805","shell","1488510","9/21/15","","","9/22/15 0:00","12'' Adibawa-Okordia Pipeline at Ikarama","Land","Sabotage","1","Spill was contained on 04 Sep 2015, no recoverable oil found, assessment completed on 06 Apr 2016, clean-up and remediation planned for March 2017","-","","805jiv","2325","https://decoder.blob.core.windows.net/oil-spill-assets/data/2325.pdf","2015-09-04 - 2015-09-22 - Hack saw cut - Third party interference - Sabotage","LLWGS - DEC - 05.16577 - 006.47061 - .0016 - ha","","Y","No change","LLWGS - DEC - 05.16577 - 006.47061 - .0016 - ha","LLWGS","DEC","05.16577","006.47061",".0016","ha","805photo","2291","https://decoder.blob.core.windows.net/oil-spill-assets/data/2291.pdf","N/A","WGS84","",5.16577,6.47061,
"806","shell","1182492","5/23/14","","","5/28/14 0:00","Soku Well 48L Well Head Slot at Russia","Swamp","Sabotage","0.7","Spill was contained on 22 May 2014, no recoverable oil found, assessment completed on 19 Jun 2014, clean-up and remediation completed on 02 Oct 2014, site certified on 30 Jan 2015","-","","806jiv","1975","https://decoder.blob.core.windows.net/oil-spill-assets/data/1975.pdf","41781 - 41787 - Well head tampering; Others  - Third party interference; crude theft","NEMB - DEC - 74255.15 - 463602.64 - 0.33 - ha","JIV number different between Shell on site and JIV info","Y","No change","NEMB - DEC - 74255.15 - 463602.64 - 0.33 - ha","NEMB","DEC","74255.15","463602.64","0.33","ha","806photo","1917","https://decoder.blob.core.windows.net/oil-spill-assets/data/1917.pdf","Other","WGS84","Converted from Nigeria West Belt",4.668590209028402,6.5987940128644125,
"807","shell","1139648","3/14/14","","","3/19/14 0:00","10'' Diebu Creek - Nun River DL at Peremabiri","Swamp","Operational","275","Recovery completed on 07 Apr 2014, assessment completed on 16 Apr 2014, clean-up and remediation completed on 15 May 2015, site certified on 11 Aug 2015","-","","807jiv","2452","https://decoder.blob.core.windows.net/oil-spill-assets/data/2452.pdf","41711 - 41717 - Failed clamp - Operational","NEMB - DEC - 73490.40 - 401932.49 - 38.97 - ha","0","Y","No change","NEMB - DEC - 73490.40 - 401932.49 - 38.97 - ha","NEMB","DEC","73490.40","401932.49","38.97","ha","807photo","2409","https://decoder.blob.core.windows.net/oil-spill-assets/data/2409.pdf","Clamp","WGS84","Converted from Nigeria West Belt",4.663117772171555,6.043109910323822,
"808","shell","1448402","7/25/15","","","7/29/15 0:00","Adibawa Well 16T Well Head at Edagberi","Swamp","Sabotage","233","Recovery completed on 28 Oct 2015, assessment completed on 27 Jan 2016, clean-up and remediation planned for May 2017","-","","808jiv","2142","https://decoder.blob.core.windows.net/oil-spill-assets/data/2142.pdf","42208 - 42214 - Others - Third party interference; sabotage","LLWGS - DEC - 5.48288 - 6.20264 - 0.3023 - ha","third party tampering with com-unit","Y","No change","LLWGS - DEC - 5.48288 - 6.20264 - 0.3023 - ha","LLWGS","DEC","5.48288","6.20264","0.3023","ha","808photo","2087","https://decoder.blob.core.windows.net/oil-spill-assets/data/2087.pdf","Not enough details","WGS84","",5.48288,6.20264,
"809","shell","1041698","9/19/13","","","9/18/13 0:00","28'' Trans Niger Pipeline at Oloma","Swamp","Sabotage","648","Spill was contained on 20 Sep 2013, recovery completed on 29 Sep 2013, assessment completed on 18 Oct 2013, clean-up and remediation completed on 26 Mar 2014, site certified on 30 May 2014","-","","809jiv","2143","https://decoder.blob.core.windows.net/oil-spill-assets/data/2143.pdf","2013-09-17 - 2013-09-18 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 53329.85 - 526249.94 - 1.79 - ha","","Y","No change","NEMB - DEC - 53329.85 - 526249.94 - 1.79 - ha","NEMB","DEC","53329.85","526249.94","1.79","ha","809photo","2088","https://decoder.blob.core.windows.net/oil-spill-assets/data/2088.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.47758557218822,7.162363844438655,
"810","shell","1286248","11/13/14","","","12/12/14 0:00","6''  Yokri  Manifold 7  Test Flowline at Yokri","Swamp","Operational","7","Recovery completed on 13 Nov 2014, assessment completed on 06 Feb 2015, clean-up and remediation planned for March 2017","-","","810jiv","2553","https://decoder.blob.core.windows.net/oil-spill-assets/data/2553.pdf","2014-11-12 - 2014-12-12 - Corrosion - Operational","NEMB - DEC - 159248.12 - 314639.76 - 0.03 - ha","","Y","No change","NEMB - DEC - 159248.12 - 314639.76 - 0.03 - ha","NEMB","DEC","159248.12","314639.76","0.03","ha","810photo","2519","https://decoder.blob.core.windows.net/oil-spill-assets/data/2519.pdf","Not enough details","WGS84","Converted from Nigeria West Belt",5.440108605030109,5.257241199204759,
"811","shell","716037","9/21/11","","","9/22/11 0:00","6'' Obigbo North - Ogale Pipeline at Ogale","Land","Sabotage / Theft","0.95","No recoverable oil was found on site.","JIV recommends no cleanup action required. Closed.","","811jiv","2035","https://decoder.blob.core.windows.net/oil-spill-assets/data/2035.pdf","2011-09-21 - 2011-09-22 - Hack saw cut - Third party interference","NEMB - DEC - 92331.68 - 521555.41 - 1 - met","","Y","No change","NEMB - DEC - 92331.68 - 521555.41 - 1 - met","NEMB","DEC","92331.68","521555.41","1","met","811photo","1981","https://decoder.blob.core.windows.net/oil-spill-assets/data/1981.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.830184525676239,7.121403772815844,
"812","shell","1059071","10/23/13","","","10/25/13 0:00","24'' Nkpoku to Bomu Trans Niger Pipeline at Biara/Kpite","Land","Sabotage","7","Spill was contained on 24 Oct 2013, recovery completed on 26 Oct 2013, assessment completed on 30 Oct 2013, clean-up and remediation completed on 06 Dec 2013, site certified on 28 Apr 2014","-","","812jiv","2146","https://decoder.blob.core.windows.net/oil-spill-assets/data/2146.pdf","2013-10-23 - 2013-10-25 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 78903.92 - 535351.07 - 0.045 - ha","","Y","No change","NEMB - DEC - 78903.92 - 535351.07 - 0.045 - ha","NEMB","DEC","78903.92","535351.07","0.045","ha","812photo","2091","https://decoder.blob.core.windows.net/oil-spill-assets/data/2091.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.708363350976664,7.2451803604985106,
"813","shell","794459","3/28/12","","","4/4/12 0:00","Ubie Well 9S Flowline at Ubie","Land","Sabotage / Theft","1","No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 25th May 2012.","Site certification was completed on 13th August 2012.","","813jiv","2037","https://decoder.blob.core.windows.net/oil-spill-assets/data/2037.pdf","2012-03-27 - 2012-04-04 - Hack saw cut - Missing pipeline/ flowline - Third party interference","NEMB - DEC - 123201.13 - 453378.85 - 0.0042 - ha","","Y","No change","NEMB - DEC - 123201.13 - 453378.85 - 0.0042 - ha","NEMB","DEC","123201.13","453378.85","0.0042","ha","813photo","1983","https://decoder.blob.core.windows.net/oil-spill-assets/data/1983.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.1113574991093005,6.508004568057426,
"814","shell","893776","11/17/12","","","11/19/12 0:00","12'' Imo River - Oghale Pipeline at Uzuaku","Land","Sabotage / Theft","33","Recovery of spilled volume commenced on 20th November 2012 and was completed on 27th November 2012. Initial Cleanup of residual impacted area was completed on 20th December 2012.","Site Certification completed on 30th July 2013.","","814jiv","2258","https://decoder.blob.core.windows.net/oil-spill-assets/data/2258.pdf","2012-11-17 - 2012-11-19 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 99023.46 - 523947.37 - 0.20 - ha","","Y","No change","NEMB - DEC - 99023.46 - 523947.37 - 0.20 - ha","NEMB","DEC","99023.46","523947.37","0.20","ha","814photo","2208","https://decoder.blob.core.windows.net/oil-spill-assets/data/2208.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.890570719900729,7.14318504479763,
"815","shell","1432011","6/30/15","","","7/1/15 0:00","28'' Nkpoku - Bomu Pipeline at B-Dere","Land","Sabotage","2","No recoverable oil found, assessment completed on 04 Sep 2015, clean-up and remediation completed on 26 Jan 2016, site certified on 30 Jun 2016","-","","815jiv","1935","https://decoder.blob.core.windows.net/oil-spill-assets/data/1935.pdf","2015-06-30 - 2015-07-01 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 4.6928 - 7.25369 - 0.012 - ha","","Y","No change","LLWGS - DEC - 4.6928 - 7.25369 - 0.012 - ha","LLWGS","DEC","4.6928","7.25369","0.012","ha","815photo","1878","https://decoder.blob.core.windows.net/oil-spill-assets/data/1878.pdf","N/A","WGS84","",4.6928,7.25369,
"816","shell","908931","12/26/12","","","12/28/12 0:00","Nembe 1 Flow Line at Nembe Creek","Swamp","Operational","16","Recovery of spilled volume was completed on 27th December 2012. Initial cleanup of residual impacted area was completed on 4th April 2013.","Delays experienced due to protracted community contracting and difficult terrain. Site Certification was completed on 20th August 2013.","","816jiv","1998","https://decoder.blob.core.windows.net/oil-spill-assets/data/1998.pdf","2012-12-26 - 2012-12-28 - Complete Rupture - Operational","NEMB - DEC - 48207.85 - 429058.07 - 0.55 - ha","","Y","No change","NEMB - DEC - 48207.85 - 429058.07 - 0.55 - ha","NEMB","DEC","48207.85","429058.07","0.55","ha","816photo","1936","https://decoder.blob.core.windows.net/oil-spill-assets/data/1936.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.43393881935199,6.286975867571345,
"817","shell","998923","6/29/13","","","7/4/13 0:00","36'' Trans Niger Pipeline at Eneka","Land","Sabotage","2058","Spill was contained on 30 Jun 2013, recovery completed on 08 Sep 2013, assessment completed on 20 Mar 2014, clean-up and remediation planned for July 2017","1715 barrels of crude was recovered.","","817jiv","2103","https://decoder.blob.core.windows.net/oil-spill-assets/data/2103.pdf","2013-06-28 - 2013-07-04 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 99534.99 - 509849.17 - 0.3180 - ha","The community youth stopped the joint investigation for two days( 5+6) of Juli, because of misunderstanding between them and the.... on F.T.O. matters","Y","No change","NEMB - DEC - 99534.99 - 509849.17 - 0.3180 - ha","NEMB","DEC","99534.99","509849.17","0.3180","ha","817photo","2049","https://decoder.blob.core.windows.net/oil-spill-assets/data/2049.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.8956829818162255,7.016196557143217,
"818","shell","855118","8/18/12","","","8/22/12 0:00","24''/28'' Bomu - Bonny Terminal Right of Way at Mogho","Land","Sabotage / Theft","398","Recovery of spilled volume commenced on 23rd August 2012 and was completed on 17th September 2012. Cleanup of residual impacted area was completed on 1st November 2013.","Delay in accessing site caused by community activities. Site Certification was completed on 10th December 2013.","","818jiv","2530","https://decoder.blob.core.windows.net/oil-spill-assets/data/2530.pdf","2012-08-18 - 2012-08-22 - Hack saw cut - Third party interference","NEMB - DEC - 70921.280 - 535028.921 - 1.1767 - ha","Position of hacksaw cut - 11 o'clock","Y","No change","NEMB - DEC - 70921.280 - 535028.921 - 1.1767 - ha","NEMB","DEC","70921.280","535028.921","1.1767","ha","818photo","2493","https://decoder.blob.core.windows.net/oil-spill-assets/data/2493.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.636245662527194,7.241998948670011,
"819","shell","653037","4/28/11","","","4/29/11 0:00","36'' Rumuekpe-Nkpoku Pipeline @ Aluu","Land","Sabotage / Theft","6.6","No recoverable oil was found on site. Cleanup of residual impacted areas completed on 1st June 2011.","Post Cleanup Inspection completed on 10th June 2011.","","819jiv","1500","https://decoder.blob.core.windows.net/oil-spill-assets/data/1500.pdf","2011-04-27 - 2011-04-29 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering","NEMB - DEC - 104882.248 - 496821.763 - 2227 - met","","Y","No change","NEMB - DEC - 104882.248 - 496821.763 - 2227 - met","NEMB","DEC","104882.248","496821.763","2227","met","819photo","1439","https://decoder.blob.core.windows.net/oil-spill-assets/data/1439.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.944443461471122,6.898998346280783,
"820","shell","779129","2/20/12","","","2/24/12 0:00","18'' Assa - Rumuekpe Trunkline at Awara","Land","Operational","2","No recoverable oil was found on site. Initial cleanup of residual impacted area was completed on 28th February 2012.","JIV spanned 2 days, 24th through 25th February 2012. Site certification was completed on 25th June 2012.","","820jiv","1834","https://decoder.blob.core.windows.net/oil-spill-assets/data/1834.pdf","2012-02-20 - 2012-02-24 - Other - Operational","NEMB - DEC - 149379.76 - 481717.41 - 0.01 - ha","Clamp failure.","Y","No change","NEMB - DEC - 149379.76 - 481717.41 - 0.01 - ha","NEMB","DEC","149379.76","481717.41","0.01","ha","820photo","1759","https://decoder.blob.core.windows.net/oil-spill-assets/data/1759.pdf","Clamp","WGS84","Converted from Nigeria West Belt",5.347132864705421,6.76431420583621,
"821","shell","1073629","11/19/13","","","11/20/13 0:00","24'' Nkpoku - Bomu Trans Niger Pipeline at Eteo","Swamp","Sabotage","5","No recoverable oil found, assessment completed on 12 Dec 2013, clean-up and remediation completed on 13 Mar 2014, site certified on 19 Sep 2014","-","","821jiv","2220","https://decoder.blob.core.windows.net/oil-spill-assets/data/2220.pdf","2013-11-18 - 2013-11-20 - Drilled hole - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 86191.28 - 526251.95 - 0.03 - ha","","Y","No change","NEMB - DEC - 86191.28 - 526251.95 - 0.03 - ha","NEMB","DEC","86191.28","526251.95","0.03","ha","821photo","2169","https://decoder.blob.core.windows.net/oil-spill-assets/data/2169.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.77453306836517,7.163491948684372,
"822","shell","947350","3/22/13","","","3/24/13 0:00","12"" Oguta - Egbema Pipeline at Obiakpu","Land","Sabotage","310","Recovery completed on 30 Mar 2013, assessment completed on 12 Apr 2013, clean-up and remediation completed on 11 Sep 2013, site certified on 30 Sep 2013","-","","822jiv","2170","https://decoder.blob.core.windows.net/oil-spill-assets/data/2170.pdf","41355 - 41357 - Drilled hole - Third party interference; sabotage","NEMB - DEC - 174114.58 - 477944.91 - 0.6017 - ha","0","Y","No change","NEMB - DEC - 174114.58 - 477944.91 - 0.6017 - ha","NEMB","DEC","174114.58","477944.91","0.6017","ha","822photo","2112","https://decoder.blob.core.windows.net/oil-spill-assets/data/2112.pdf","Circular","WGS84","Converted from Nigeria West Belt",5.570836945450738,6.7311232990567795,
"823","eni","SAR-501-686-458","","9/11/14","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Oil theft","3","","","Southern Ijaw","823jiv","443","https://decoder.blob.core.windows.net/oil-spill-assets/data/443.pdf","2014-09-11 - 2014-09-11 - Third party interference","NEMB - DMS - {degrees:04,minutes:47,seconds:28.1} - {degrees:005,minutes:45,seconds:18.1}","Unknown person(s) installed 3"" valve on the facility at 12 o'clock position for oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:47,seconds:28.1} - {degrees:005,minutes:45,seconds:18.1}","NEMB","DMS","{degrees:04,minutes:47,seconds:28.1}","{degrees:005,minutes:45,seconds:18.1}","","","823photo","502","https://decoder.blob.core.windows.net/oil-spill-assets/data/502.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7911,5.755,
"824","eni","SAR-364-494-983","","6/5/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","7","","","Southern Ijaw","824jiv","444","https://decoder.blob.core.windows.net/oil-spill-assets/data/444.pdf","2014-06-05 - 2014-06-06 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:42.9} - {degrees:006,minutes:01,seconds:58.4}","Unknown person(s) cut open the cone of a previously repaired point and installed 3"" valve at 12 o'clock position on the facility for crude oil theft  ","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:42.9} - {degrees:006,minutes:01,seconds:58.4}","NEMB","DMS","{degrees:04,minutes:30,seconds:42.9}","{degrees:006,minutes:01,seconds:58.4}","","","824photo","503","https://decoder.blob.core.windows.net/oil-spill-assets/data/503.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5119,6.0329,
"825","shell","700104","8/14/11","","","8/19/11 0:00","20'' Buguma-Alakiri trunkline at Abiama","Swamp","Sabotage / Theft","0.84","No recoverable oil was found on site","JIV report confirms no further cleanup action required. Closed.","","825jiv","2394","https://decoder.blob.core.windows.net/oil-spill-assets/data/2394.pdf","2011-08-14 - 2011-08-19 - Hack saw cut - Third party interference","NEMB - DEC - 82689.92 - 490313.24 - 0.00461 - ha","","Y","No change","NEMB - DEC - 82689.92 - 490313.24 - 0.00461 - ha","NEMB","DEC","82689.92","490313.24","0.00461","ha","825photo","2349","https://decoder.blob.core.windows.net/oil-spill-assets/data/2349.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.744067082170606,6.839661273356388,
"826","shell","818191","5/24/12","","","6/19/12 0:00","14'' Okordia - Rumuekpe Trunkline at Ikarama","Swamp","Sabotage / Theft","13.1","Recovery of spilled volume commenced on 19th June 2012 and was completed on 21st June 2012. Initial Cleanup of residual impacted area was completed on 10th September 2012.","Initial delays due to flooding. Site certification was completed on 20th August 2013.","","826jiv","2067","https://decoder.blob.core.windows.net/oil-spill-assets/data/2067.pdf","2012-05-24 - 2012-06-19 - Hack saw cut - Third party interference","NEMB - DEC - 125791.81 - 445419.35 - 0.39 - ha","","Y","No change","NEMB - DEC - 125791.81 - 445419.35 - 0.39 - ha","NEMB","DEC","125791.81","445419.35","0.39","ha","826photo","2012","https://decoder.blob.core.windows.net/oil-spill-assets/data/2012.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.135000220323535,6.436316270507688,
"827","shell","1200680","6/24/14","","","6/21/14 0:00","28'' Bomu - Bonny Pipeline at Owokiri","Swamp","Sabotage","166","Spill was contained on 21 Jun 2014, recovery completed on 27 Jun 2014, assessment completed on 30 Jan 2015, clean-up and remediation completed on 08 Apr 2015, site certified on 30 Apr 2015","-","","827jiv","2228","https://decoder.blob.core.windows.net/oil-spill-assets/data/2228.pdf","2014-06-21 - 2014-06-21 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 60968.63 - 531775.23 - 0.30 - ha","","Y","No change","NEMB - DEC - 60968.63 - 531775.23 - 0.30 - ha","NEMB","DEC","60968.63","531775.23","0.30","ha","827photo","2176","https://decoder.blob.core.windows.net/oil-spill-assets/data/2176.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.54642677573486,7.212362010992914,
"828","shell","965856","4/25/13","","","4/24/13 0:00","24'' Nembe Creek pipeline at Kalibiama","Swamp","Sabotage","62","Spill was contained on 24 Apr 2013, recovery completed on 08 May 2013, assessment completed on 02 Aug 2013, clean-up and remediation completed on 20 Aug 2013, site certified on 02 Sep 2013","N/A","","828jiv","2442","https://decoder.blob.core.windows.net/oil-spill-assets/data/2442.pdf","2013-04-24 - 2013-04-24 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 55220.98 - 519247.09 - 0.32 - ha","","Y","No change","NEMB - DEC - 55220.98 - 519247.09 - 0.32 - ha","NEMB","DEC","55220.98","519247.09","0.32","ha","828photo","2397","https://decoder.blob.core.windows.net/oil-spill-assets/data/2397.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.494902455308516,7.099377656041296,
"829","shell","829294","6/19/12","","","6/19/12 0:00","Ebubu Ejema Well 5/9 Flow Line at Ejama","Land","Operational","0.001","No recoverable oil was found on site.","Spill size was approximately one litre of crude from a disused pipeline. JIV recommends no further cleanup action required. Closed. Site certification completed on 13th November 2012.","","829jiv","2509","https://decoder.blob.core.windows.net/oil-spill-assets/data/2509.pdf","2012-06-18 - 2012-06-19 - Corrosion - Operational","NEMB - DEC - 86130.55 - 521127.14 - 3 - met","","Y","No change","NEMB - DEC - 86130.55 - 521127.14 - 3 - met","NEMB","DEC","86130.55","521127.14","3","met","829photo","2473","https://decoder.blob.core.windows.net/oil-spill-assets/data/2473.pdf","Not enough details","WGS84","Converted from Nigeria West Belt",4.77416204070259,7.117332342231438,
"830","shell","867298","9/16/12","","","9/17/12 0:00","Agbada 2 Well 41/42/43 Wellheads at Umuohia","Land","Sabotage / Theft","15.05","Recovery of spilled volume commenced on 17th September 2012 and was completed on 3rd October 2012. Initial Cleanup of residual impacted area was completed on 6th December2012.","Site Certification completed on 2nd September 2013.","","830jiv","2399","https://decoder.blob.core.windows.net/oil-spill-assets/data/2399.pdf","2012-09-15 - 2012-09-17 - Missing pipeline/ flowline - Third party interference","NEMB - DEC - 103050.13 - 506689.49 - 0.08 - ha","3 different missing flowlines.","Y","No change","NEMB - DEC - 103050.13 - 506689.49 - 0.08 - ha","NEMB","DEC","103050.13","506689.49","0.08","ha","830photo","2354","https://decoder.blob.core.windows.net/oil-spill-assets/data/2354.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.927557653415766,6.987847977051948,
"831","shell","1013193","7/25/13","","","7/29/13 0:00","20"" Otumara - Escravos D/L at Otumara","Swamp","Sabotage","5","Spill was contained on 24 Jul 2013, recovery completed on 04 Aug 2013, assessment completed on 16 Jan 2014, clean-up and remediation completed on 16 Jan 2014, site certified on 29 Jan 2014","-","","831jiv","2317","https://decoder.blob.core.windows.net/oil-spill-assets/data/2317.pdf","2013-07-24 - 2013-07-29 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Sabotage - Crude theft","NEMB - DEC - 179482 - 304584 - 600.23 - met","8 spill points","Y","No change","NEMB - DEC - 179482 - 304584 - 600.23 - met","NEMB","DEC","179482","304584","600.23","met","831photo","2283","https://decoder.blob.core.windows.net/oil-spill-assets/data/2283.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.623237599993196,5.16669363053595,
"832","shell","616024","1/28/11","","","2/4/11 0:00","24'' Nembe Creek Trunkline (old NCTL) Pipeline at Tora-Twenikiri","Swamp","Sabotage / Theft","1.08","No recoverable oil was found on site. Spill impact observed as sheen and stains on vegetation/soil. Cleanup completed on 17th February 2011","Post Cleanup Inspection earlier planned for April 2011 will now hold in May 2011 due to movement restrictions associated with the April 2011 general elections. Post Cleanup Inspection completed on 26th May 2011.","","832jiv","1679","https://decoder.blob.core.windows.net/oil-spill-assets/data/1679.pdf","2011-01-28 - 2011-02-04 - Explosive tear - Inward dent - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering","NEMB - DMS - {degrees:04,minutes:28,seconds:56.6} - {degrees:006,minutes:32,seconds:06.6} - 1.46 - ha","","Y","No change","NEMB - DMS - {degrees:04,minutes:28,seconds:56.6} - {degrees:006,minutes:32,seconds:06.6} - 1.46 - ha","NEMB","DMS","{degrees:04,minutes:28,seconds:56.6}","{degrees:006,minutes:32,seconds:06.6}","1.46","ha","832photo","1599","https://decoder.blob.core.windows.net/oil-spill-assets/data/1599.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.4824,6.5352,
